青白 (あおじろ)
血液 (けつえき)
決断 (けつだん)
結団 (けつだん)
仮病 (けびょう)
険悪 (けんあく)
検案 (けんあん)
検印 (けんいん)
県営 (けんえい)
検温 (けんおん)
見解 (けんかい)
検眼 (けんがん)
検挙 (けんきょ)
検査 (けんさ)
検察 (けんさつ)
検札 (けんさつ)
健在 (けんざい)
検算 (けんざん)
検死 (けんし)
見識 (けんしき)
券種 (けんしゅ)
研修 (けんしゅう)
検出 (けんしゅつ)
検証 (けんしょう)
検事 (けんじ)
件数 (けんすう)
県政 (けんせい)
建設 (けんせつ)
建造 (けんぞう)
検知 (けんち)
建築 (けんちく)
検定 (けんてい)
検分 (けんぶん)
検便 (けんべん)
健保 (けんぽ)
件名 (けんめい)
検問 (けんもん)
芸術 (げいじゅつ)
芸能 (げいのう)
月刊 (げっかん)
月経 (げっけい)
月謝 (げっしゃ)
月報 (げっぽう)
月額 (げつがく)
解毒 (げどく)
解熱 (げねつ)
下略 (げりゃく)
減圧 (げんあつ)
原因 (げんいん)
原液 (げんえき)
減益 (げんえき)
現役 (げんえき)
原価 (げんか)
減価 (げんか)
現下 (げんか)
限界 (げんかい)
減額 (げんがく)
減給 (げんきゅう)
現金 (げんきん)
現業 (げんぎょう)
現行 (げんこう)
減殺 (げんさい)
減産 (げんさん)
原罪 (げんざい)
現在 (げんざい)
減算 (げんざん)
減資 (げんし)
減少 (げんしょう)
現象 (げんしょう)
減食 (げんしょく)
現職 (げんしょく)
現示 (げんじ)
現実 (げんじつ)
原状 (げんじょう)
現状 (げんじょう)
減水 (げんすい)
減数 (げんすう)
現世 (げんせ)
減税 (げんぜい)
元素 (げんそ)
現送 (げんそう)
原則 (げんそく)
減速 (げんそく)
減損 (げんそん)
現像 (げんぞう)
減退 (げんたい)
減反 (げんたん)
現代 (げんだい)
現地 (げんち)
言質 (げんち)
限定 (げんてい)
減点 (げんてん)
限度 (げんど)
現任 (げんにん)
現場 (げんば)
減配 (げんぱい)
現品 (げんぴん)
現物 (げんぶつ)
現有 (げんゆう)
現用 (げんよう)
減量 (げんりょう)
故意 (こい)
高圧 (こうあつ)
厚意 (こうい)
後衛 (こうえい)
公営 (こうえい)
交易 (こうえき)
公益 (こうえき)
公演 (こうえん)
好演 (こうえん)
講演 (こうえん)
効果 (こうか)
高価 (こうか)
構外 (こうがい)
高額 (こうがく)
厚顔 (こうがん)
講究 (こうきゅう)
広義 (こうぎ)
講義 (こうぎ)
興業 (こうぎょう)
興行 (こうぎょう)
鉱業 (こうぎょう)
高潔 (こうけつ)
考査 (こうさ)
交際 (こうさい)
耕作 (こうさく)
鉱産 (こうさん)
鉱山 (こうざん)
格子 (こうし)
厚志 (こうし)
講師 (こうし)
校舎 (こうしゃ)
講習 (こうしゅう)
公証 (こうしょう)
考証 (こうしょう)
交織 (こうしょく)
公職 (こうしょく)
公示 (こうじ)
口授 (こうじゅ)
後述 (こうじゅつ)
口述 (こうじゅつ)
講述 (こうじゅつ)
公準 (こうじゅん)
公序 (こうじょ)
厚情 (こうじょう)
構図 (こうず)
厚生 (こうせい)
向性 (こうせい)
構成 (こうせい)
功績 (こうせき)
鉱石 (こうせき)
構想 (こうそう)
校則 (こうそく)
構造 (こうぞう)
後退 (こうたい)
公団 (こうだん)
講談 (こうだん)
耕地 (こうち)
構築 (こうちく)
工程 (こうてい)
行程 (こうてい)
好適 (こうてき)
公徳 (こうとく)
講堂 (こうどう)
構内 (こうない)
後任 (こうにん)
効能 (こうのう)
公判 (こうはん)
好評 (こうひょう)
講評 (こうひょう)
公布 (こうふ)
鉱物 (こうぶつ)
後編 (こうへん)
公報 (こうほう)
広報 (こうほう)
好防 (こうぼう)
鉱脈 (こうみゃく)
公務 (こうむ)
効用 (こうよう)
効率 (こうりつ)
高率 (こうりつ)
後略 (こうりゃく)
講料 (こうりょう)
効力 (こうりょく)
講和 (こうわ)
講話 (こうわ)
小枝 (こえだ)
国営 (こくえい)
国益 (こくえき)
国技 (こくぎ)
国際 (こくさい)
告示 (こくじ)
国情 (こくじょう)
国勢 (こくせい)
国政 (こくせい)
国税 (こくぜい)
国保 (こくほ)
国防 (こくぼう)
国務 (こくむ)
故国 (ここく)
個室 (こしつ)
居士 (こじ)
故事 (こじ)
個人 (こじん)
故人 (こじん)
個数 (こすう)
個性 (こせい)
古銭 (こせん)
小銭 (こぜに)
個体 (こたい)
故知 (こち)
国境 (こっきょう)
小判 (こばん)
個別 (こべつ)
根幹 (こんかん)
混血 (こんけつ)
混交 (こんこう)
混合 (こんごう)
混在 (こんざい)
混雑 (こんざつ)
混信 (こんしん)
根性 (こんじょう)
混成 (こんせい)
混戦 (こんせん)
根絶 (こんぜつ)
混然 (こんぜん)
混同 (こんどう)
混入 (こんにゅう)
混迷 (こんめい)
混用 (こんよう)
混和 (こんわ)
合格 (ごうかく)
合資 (ごうし)
強情 (ごうじょう)
合弁 (ごうべん)
護衛 (ごえい)
語幹 (ごかん)
護岸 (ごがん)
語句 (ごく)
極貧 (ごくひん)
護国 (ごこく)
後妻 (ごさい)
護身 (ごしん)
護持 (ごじ)
護送 (ごそう)
再演 (さいえん)
再会 (さいかい)
再開 (さいかい)
災害 (さいがい)
再帰 (さいき)
再起 (さいき)
採決 (さいけつ)
採血 (さいけつ)
再建 (さいけん)
再現 (さいげん)
際限 (さいげん)
再興 (さいこう)
再考 (さいこう)
採鉱 (さいこう)
再三 (さいさん)
採算 (さいさん)
妻子 (さいし)
採取 (さいしゅ)
採集 (さいしゅう)
再生 (さいせい)
再製 (さいせい)
採石 (さいせき)
再選 (さいせん)
再送 (さいそう)
妻帯 (さいたい)
最適 (さいてき)
採点 (さいてん)
再度 (さいど)
再読 (さいどく)
再任 (さいにん)
再燃 (さいねん)
才能 (さいのう)
再発 (さいはつ)
再犯 (さいはん)
財布 (さいふ)
再編 (さいへん)
採用 (さいよう)
再来 (さいらい)
採録 (さいろく)
差益 (さえき)
境目 (さかいめ)
逆立 (さかだち)
逆手 (さかて)
差額 (さがく)
先程 (さきほど)
作製 (さくせい)
桜貝 (さくらがい)
査察 (ささつ)
査証 (さしょう)
差損 (さそん)
査定 (さてい)
査読 (さどく)
然程 (さほど)
査問 (さもん)
賛意 (さんい)
賛歌 (さんか)
酸化 (さんか)
参賀 (さんが)
山河 (さんが)
産額 (さんがく)
散在 (さんざい)
散財 (さんざい)
賛辞 (さんじ)
算術 (さんじゅつ)
賛助 (さんじょ)
参政 (さんせい)
賛成 (さんせい)
酸性 (さんせい)
酸素 (さんそ)
賛同 (さんどう)
賛美 (さんび)
散布 (さんぷ)
産婦 (さんぷ)
酸味 (さんみ)
罪悪 (ざいあく)
在位 (ざいい)
財貨 (ざいか)
財界 (ざいかい)
在外 (ざいがい)
在学 (ざいがく)
在京 (ざいきょう)
財形 (ざいけい)
財経 (ざいけい)
在庫 (ざいこ)
在校 (ざいこう)
財産 (ざいさん)
材質 (ざいしつ)
在所 (ざいしょ)
在職 (ざいしょく)
在住 (ざいじゅう)
罪状 (ざいじょう)
財政 (ざいせい)
財団 (ざいだん)
在日 (ざいにち)
在任 (ざいにん)
罪人 (ざいにん)
財務 (ざいむ)
在来 (ざいらい)
在留 (ざいりゅう)
財力 (ざいりょく)
雑貨 (ざっか)
雑記 (ざっき)
雑居 (ざっきょ)
雑種 (ざっしゅ)
雑食 (ざっしょく)
雑草 (ざっそう)
雑多 (ざった)
雑費 (ざっぴ)
雑報 (ざっぽう)
雑益 (ざつえき)
雑音 (ざつおん)
雑学 (ざつがく)
雑事 (ざつじ)
雑然 (ざつぜん)
雑談 (ざつだん)
雑念 (ざつねん)
雑文 (ざつぶん)
雑務 (ざつむ)
雑用 (ざつよう)
残額 (ざんがく)
残像 (ざんぞう)
残務 (ざんむ)
残余 (ざんよ)
残留 (ざんりゅう)
飼育 (しいく)
死因 (しいん)
市営 (しえい)
市価 (しか)
資格 (しかく)
志学 (しがく)
志願 (しがん)
識者 (しきしゃ)
色素 (しきそ)
識別 (しきべつ)
支給 (しきゅう)
支局 (しきょく)
資金 (しきん)
志向 (しこう)
資産 (しさん)
資材 (しざい)
資質 (ししつ)
支社 (ししゃ)
支出 (ししゅつ)
支所 (ししょ)
師事 (しじ)
指示 (しじ)
支持 (しじ)
示準 (しじゅん)
市制 (しせい)
市政 (しせい)
支線 (しせん)
四則 (しそく)
支度 (したく)
師団 (しだん)
質草 (しちぐさ)
質屋 (しちや)
支柱 (しちゅう)
失格 (しっかく)
失禁 (しっきん)
失効 (しっこう)
失職 (しっしょく)
失政 (しっせい)
質素 (しっそ)
失態 (しったい)
質感 (しつかん)
質実 (しつじつ)
質的 (しつてき)
質問 (しつもん)
質量 (しつりょう)
師弟 (してい)
支店 (してん)
支点 (してん)
指導 (しどう)
支配 (しはい)
支部 (しぶ)
思弁 (しべん)
資本 (しほん)
志望 (しぼう)
支脈 (しみゃく)
謝意 (しゃい)
謝恩 (しゃおん)
写経 (しゃきょう)
借財 (しゃくざい)
車検 (しゃけん)
謝罪 (しゃざい)
謝辞 (しゃじ)
謝状 (しゃじょう)
謝絶 (しゃぜつ)
写像 (しゃぞう)
社団 (しゃだん)
舎弟 (しゃてい)
謝礼 (しゃれい)
主因 (しゅいん)
習慣 (しゅうかん)
週刊 (しゅうかん)
修学 (しゅうがく)
修業 (しゅうぎょう)
修好 (しゅうこう)
修士 (しゅうし)
修辞 (しゅうじ)
修整 (しゅうせい)
修正 (しゅうせい)
習性 (しゅうせい)
集団 (しゅうだん)
修築 (しゅうちく)
修得 (しゅうとく)
修道 (しゅうどう)
修復 (しゅうふく)
週報 (しゅうほう)
修養 (しゅうよう)
修理 (しゅうり)
修練 (しゅうれん)
守衛 (しゅえい)
主演 (しゅえん)
主格 (しゅかく)
主幹 (しゅかん)
主眼 (しゅがん)
主義 (しゅぎ)
修行 (しゅぎょう)
祝賀 (しゅくが)
宿舎 (しゅくしゃ)
宿敵 (しゅくてき)
守護 (しゅご)
主査 (しゅさ)
主述 (しゅじゅつ)
手術 (しゅじゅつ)
守勢 (しゅせい)
酒造 (しゅぞう)
主張 (しゅちょう)
出資 (しゅっし)
出張 (しゅっちょう)
出版 (しゅっぱん)
出演 (しゅつえん)
出現 (しゅつげん)
主導 (しゅどう)
主任 (しゅにん)
主犯 (しゅはん)
守備 (しゅび)
主婦 (しゅふ)
酒保 (しゅほ)
主務 (しゅむ)
首領 (しゅりょう)
勝因 (しょういん)
照応 (しょうおう)
小額 (しょうがく)
少額 (しょうがく)
証券 (しょうけん)
証言 (しょうげん)
照査 (しょうさ)
賞賛 (しょうさん)
証紙 (しょうし)
招集 (しょうしゅう)
証書 (しょうしょ)
小職 (しょうしょく)
精舎 (しょうじゃ)
照準 (しょうじゅん)
賞状 (しょうじょう)
精進 (しょうじん)
招待 (しょうたい)
承知 (しょうち)
証人 (しょうにん)
性根 (しょうね)
小破 (しょうは)
性分 (しょうぶん)
消防 (しょうぼう)
証明 (しょうめい)
証文 (しょうもん)
招来 (しょうらい)
省略 (しょうりゃく)
性悪 (しょうわる)
初演 (しょえん)
職安 (しょくあん)
職位 (しょくい)
職員 (しょくいん)
職業 (しょくぎょう)
職種 (しょくしゅ)
職住 (しょくじゅう)
職制 (しょくせい)
職責 (しょくせき)
職人 (しょくにん)
職能 (しょくのう)
職場 (しょくば)
職分 (しょくぶん)
職務 (しょくむ)
属目 (しょくもく)
職歴 (しょくれき)
所在 (しょざい)
初志 (しょし)
書証 (しょしょう)
書状 (しょじょう)
所属 (しょぞく)
食券 (しょっけん)
職工 (しょっこう)
初版 (しょはん)
初犯 (しょはん)
書評 (しょひょう)
支流 (しりゅう)
資料 (しりょう)
飼料 (しりょう)
資力 (しりょく)
素人 (しろうと)
師走 (しわす)
親衛 (しんえい)
真価 (しんか)
新刊 (しんかん)
新規 (しんき)
新旧 (しんきゅう)
新居 (しんきょ)
心境 (しんきょう)
神経 (しんけい)
新興 (しんこう)
深謝 (しんしゃ)
心証 (しんしょう)
信条 (しんじょう)
心情 (しんじょう)
新制 (しんせい)
真性 (しんせい)
新設 (しんせつ)
進退 (しんたい)
新築 (しんちく)
信任 (しんにん)
新任 (しんにん)
神仏 (しんぶつ)
新婦 (しんぷ)
自営 (じえい)
自衛 (じえい)
自演 (じえん)
時価 (じか)
持久 (じきゅう)
字義 (じぎ)
字句 (じく)
事件 (じけん)
時限 (じげん)
事故 (じこ)
事故 (じこ)
時効 (じこう)
自賛 (じさん)
自在 (じざい)
辞職 (じしょく)
自序 (じじょ)
事情 (じじょう)
時制 (じせい)
時勢 (じせい)
自制 (じせい)
自責 (じせき)
事態 (じたい)
辞退 (じたい)
示談 (じだん)
実検 (じっけん)
実効 (じっこう)
実際 (じっさい)
実質 (じっしつ)
実証 (じっしょう)
実勢 (じっせい)
実績 (じっせき)
実測 (じっそく)
実態 (じったい)
実益 (じつえき)
実演 (じつえん)
実技 (じつぎ)
実現 (じつげん)
実在 (じつざい)
実情 (じつじょう)
実状 (じつじょう)
実像 (じつぞう)
実務 (じつむ)
自適 (じてき)
自任 (じにん)
辞任 (じにん)
時報 (じほう)
自暴 (じぼう)
事務 (じむ)
重圧 (じゅうあつ)
住居 (じゅうきょ)
重厚 (じゅうこう)
重罪 (じゅうざい)
住職 (じゅうしょく)
重責 (じゅうせき)
重税 (じゅうぜい)
重版 (じゅうはん)
重複 (じゅうふく)
授業 (じゅぎょう)
受検 (じゅけん)
受講 (じゅこう)
授産 (じゅさん)
授賞 (じゅしょう)
授受 (じゅじゅ)
受精 (じゅせい)
授精 (じゅせい)
受像 (じゅぞう)
術語 (じゅつご)
述語 (じゅつご)
受容 (じゅよう)
受領 (じゅりょう)
順序 (じゅんじょ)
順接 (じゅんせつ)
順応 (じゅんのう)
準備 (じゅんび)
準用 (じゅんよう)
情愛 (じょうあい)
上演 (じょうえん)
常温 (じょうおん)
情感 (じょうかん)
常規 (じょうき)
定規 (じょうぎ)
情景 (じょうけい)
条件 (じょうけん)
上限 (じょうげん)
情工 (じょうこう)
情死 (じょうし)
常識 (じょうしき)
上質 (じょうしつ)
常食 (じょうしょく)
常時 (じょうじ)
情事 (じょうじ)
上述 (じょうじゅつ)
情状 (じょうじょう)
常人 (じょうじん)
常数 (じょうすう)
情勢 (じょうせい)
状勢 (じょうせい)
常設 (じょうせつ)
常態 (じょうたい)
状態 (じょうたい)
常置 (じょうち)
常任 (じょうにん)
情熱 (じょうねつ)
情念 (じょうねん)
常備 (じょうび)
成仏 (じょうぶつ)
条文 (じょうぶん)
情報 (じょうほう)
常民 (じょうみん)
乗務 (じょうむ)
常務 (じょうむ)
条約 (じょうやく)
常宿 (じょうやど)
常用 (じょうよう)
条理 (じょうり)
常緑 (じょうりょく)
常例 (じょうれい)
条例 (じょうれい)
常連 (じょうれん)
助演 (じょえん)
序章 (じょしょう)
助勢 (じょせい)
女性 (じょせい)
序説 (じょせつ)
序文 (じょぶん)
序列 (じょれつ)
人格 (じんかく)
人件 (じんけん)
人災 (じんさい)
人造 (じんぞう)
人徳 (じんとく)
素足 (すあし)
水圧 (すいあつ)
